"word","spelling","IPA_correct","Notes_1","Notes_2","Notes_3","Notes_4"
"Wikcionário:O que todo verbete precisaria ter","['ɔb.ˈʒɛ.tu']",,,,,"No error"
"carta","['ˈkaɾ.tɐ']",,,,,"No error"
"olá","['ɔ.ˈla']",,,,,"No error"
"como","['ˈko.mu']",,,,,"No error"
"você","['vɔ.ˈse']",,,,,"No error"
"bem","['bɐ̃j̃']",,,,,"No error"
"citar","['si.ˈtaɾ']",,,,,"No error"
"secretaria","['sɨ.kɾɨ.tɐ.ˈɾi.ɐ']",,,,,"No error"
"militar","['mɨ.li.ˈtaɾ']",,,,,"No error"
"dúvida","['ˈdu.vi.dɐ']",,,,,"No error"
"comprar","['kõ.ˈpɾaɾ']",,,,,"No error"
"taxa","['ˈta.ʃɐ']",,,,,"No error"
"extinção","['ɐjʃ.tĩ.ˈsɐ̃w̃']",,,,,"No error"
"incêndio","['ĩ.ˈsẽ.dju']",,,,,"No error"
"exercício","['i.zɨɾ.ˈsi.sju']",,,,,"No error"
"adquirente","['ɐd.ki.ˈɾẽ.tɨ']",,,,,"No error"
"enojado","['i.nu.ˈʒa.du']",,,,,"No error"
"inacreditável","['i.nɐ.kɾɨ.di.ˈta.vɛɫ']",,,,,"No error"
"impossível","['ĩ.pu.ˈsi.vɛɫ']",,,,,"No error"
"rapidamente","['ɾa.pi.dɐ.ˈmẽ.tɨ']",,,,,"No error"
"acidentalmente","['ɐ.si.dẽ.taɫ.ˈmẽ.tɨ']",,,,,"No error"
"tu","['ˈtu']",,,,,"No error"
"ouro",,"['o.ɾu']","spelling sellection",,,"Error"
"alma","['ˈaɫ.mɐ']",,,,,"No error"
"hombridade","['õ.bɾi.ˈda.dɨ']",,,,,"No error"
"estratificar","['iʃ.tɾɐ.ti.fi.ˈkaɾ']",,,,,"No error"
"toro","['ˈtɔ.ɾu']",,,,,"No error"
"antinomia","['ɐ̃.ti.nu.ˈmi.ɐ']",,,,,"No error"
"aquático","['ɐ.ˈkwa.ti.ku']",,,,,"No error"
"estrangeirismo","['iʃ.tɾɐ̃.ʒɐj.ˈɾiʒ.mu']",,,,,"No error"
"estudante","['iʃ.tu.ˈdɐ̃.tɨ']",,,,,"No error"
"fraternidade","['fɾɐ.tɨɾ.ni.ˈda.dɨ']",,,,,"No error"
"gamela","['ɡɐ.ˈmɛ.lɐ']",,,,,"No error"
"indução","['ĩ.du.ˈsɐ̃w̃']",,,,,"No error"
"instituição","['ĩʃ.ti.twi.ˈsɐ̃w̃']",,,,,"No error"
"irmã","['iɾ.ˈmɐ̃']",,,,,"No error"
"milagre","['mi.ˈla.ɡɾɨ']",,,,,"No error"
"odor","['ɔ.ˈdoɾ']",,,,,"No error"
"parto","['ˈpaɾ.tu']",,,,,"No error"
"patrício","['pɐ.ˈtɾi.sju']",,,,,"No error"
"popular","['pu.pu.ˈlaɾ']",,,,,"No error"
"posição","['pu.zi.ˈsɐ̃w̃']",,,,,"No error"
"pousada","['pow.ˈza.dɐ']",,,,,"No error"
"profanação","['pɾu.fɐ.nɐ.ˈsɐ̃w̃']",,,,,"No error"
"reação",,"['Ri.a.ˈsɐ̃w̃']","false diphthong",,,"Error"
"revolta","['Rɨ.ˈvɔɫ.tɐ']",,,,,"No error"
"sósia","['ˈsɔ.zjɐ']",,,,,"No error"
"trovador","['tɾu.vɐ.ˈdoɾ']",,,,,"No error"
"rasante","['Rɐ.ˈzɐ̃.tɨ']",,,,,"No error"
"terço","['ˈteɾ.su']",,,,,"No error"
"universidade","['u.ni.vɨɾ.si.ˈda.dɨ']",,,,,"No error"
"porta","['ˈpɔɾ.tɐ']",,,,,"No error"
"calendário","['kɐ.lẽ.ˈda.ɾju']",,,,,"No error"
"botão","['bu.ˈtɐ̃w̃']",,,,,"No error"
"maçaneta","['mɐ.sɐ.ˈne.tɐ']",,,,,"No error"
"abrir","['ɐ.ˈbɾiɾ']",,,,,"No error"
"vinho","['ˈvi.ɲu']",,,,,"No error"
"fotografia","['fu.tu.ɡɾɐ.ˈfi.ɐ']",,,,,"No error"
"pantera","['pɐ̃.ˈtɛ.ɾɐ']",,,,,"No error"
"cinema","['si.ˈne.mɐ']",,,,,"No error"
"estrela","['iʃ.ˈtɾe.lɐ']",,,,,"No error"
"arte","['ˈaɾ.tɨ']",,,,,"No error"
"felino","['fɨ.ˈli.nu']",,,,,"No error"
"dança","['ˈdɐ̃.sɐ']",,,,,"No error"
"drama","['ˈdɾɐ.mɐ']",,,,,"No error"
"problema","['pɾu.ˈble.mɐ']",,,,,"No error"
"epitáfio","['e.pi.ˈta.fju']",,,,,"No error"
"ocaso","['ɔ.ˈka.zu']",,,,,"No error"
"bónus","['ˈbɔ.nuʃ']",,,,,"No error"
"união","['u.ˈnjɐ̃w̃']",,,,,"No error"
"simetria","['si.mɨ.ˈtɾi.ɐ']",,,,,"No error"
"porco","['ˈpoɾ.ku']",,,,,"No error"
"fenda","['ˈfẽ.dɐ']",,,,,"No error"
"chave","['ˈʃa.vɨ']",,,,,"No error"
"cabeça","['kɐ.ˈbe.sɐ']",,,,,"No error"
"uma","['ˈu.mɐ']",,,,,"No error"
"terrestre","['tɨ.ˈRɛʃ.tɾɨ']",,,,,"No error"
"veneziano","['vɨ.nɨ.ˈzjɐ.nu']",,,,,"No error"
"dezanove","['dɨ.zɐ.ˈnɔ.vɨ']",,,,,"No error"
"dezasseis","['dɨ.zɐ.ˈsɐjʃ']",,,,,"No error"
"lama","['ˈlɐ.mɐ']",,,,,"No error"
"ártico","['ˈaɾ.ti.ku']",,,,,"No error"
"norte","['ˈnɔɾ.tɨ']",,,,,"No error"
"cardeal",,"['kɐɾ.ˈdi.aɫ']","false diphthong",,,"Error"
"prelado","['pɾɨ.ˈla.du']",,,,,"No error"
"menu","['mɨ.ˈnu']",,,,,"No error"
"matriz","['mɐ.ˈtɾiʃ']",,,,,"No error"
"anticonstitucionalissimamente","['ɐ̃ti.cõʃtitucjunɐlisimaˈmẽtɨ']",,,,,"No error"
"doação","['du.ɐ.ˈsɐ̃w̃']",,,,,"No error"
"folha","['ˈfo.ʎɐ']",,,,,"No error"
"padre","['ˈpa.dɾɨ']",,,,,"No error"
"amanhã","['a.mɐ.ˈɲɐ̃']",,,,,"No error"
"visão","['vi.ˈzɐ̃w̃']",,,,,"No error"
"taxonomia","['ta.ksu.nu.ˈmi.ɐ']",,,,,"No error"
"casa",,"[ka.zɐ]","empty",,,"Error"
"baía","['bɐ.ˈi.ɐ']",,,,,"No error"
"orifício","['ɔ.ɾi.ˈfi.sju']",,,,,"No error"
"não","['ˈnɐ̃w̃']",,,,,"No error"
"conclave","['kõ.ˈkla.vɨ']",,,,,"No error"
"turbante","['tuɾ.ˈbɐ̃.tɨ']",,,,,"No error"
"ornato","['ɔɾ.ˈna.tu']",,,,,"No error"
"mesmo","['ˈmeʒ.mu']",,,,,"No error"
"abreviatura","['ɐ.bɾɨ.vjɐ.ˈtu.ɾɐ']",,,,,"No error"
"capitalismo","['kɐ.pi.tɐ.ˈliʒ.mu']",,,,,"No error"
"associação","['ɐ.su.sjɐ.ˈsɐ̃w̃']",,,,,"No error"
"tema","['ˈte.mɐ']",,,,,"No error"
"biologia","['bju.lu.ˈʒi.ɐ']",,,,,"No error"
"formar","['fuɾ.ˈmaɾ']",,,,,"No error"
"por","['puɾ']",,,,,"No error"
"anatomia","['ɐ.nɐ.tu.ˈmi.ɐ']",,,,,"No error"
"peixe","['ˈpɐj.ʃɨ']",,,,,"No error"
"ornitologia","['ɔɾ.ni.tu.lu.ˈʒi.ɐ']",,,,,"No error"
"aracnídeo","['ɐ.ɾɐ.ˈkni.dju']",,,,,"No error"
"inseto","['ĩ.ˈsɛ.tu']",,,,,"No error"
"molusco","['mu.ˈluʃ.ku']",,,,,"No error"
"espécime","['iʃ.ˈpɛ.si.mɨ']",,,,,"No error"
"ictiologia","['ik.tju.lu.ˈʒi.ɐ']",,,,,"No error"
"réptil","['ˈRɛp.tiɫ']",,,,,"No error"
"verme","['ˈvɛɾ.mɨ']",,,,,"No error"
"ecologia","['ɛ.ku.lu.ˈʒi.ɐ']",,,,,"No error"
"categoria","['kɐ.tɨ.ɡu.ˈɾi.ɐ']",,,,,"No error"
"que","['ˈkɨ']",,,,,"No error"
"de","['dɨ']",,,,,"No error"
"camiseta","['kɐ.mi.ˈze.ta']",,,,,"No error"
"divulgar","['di.vuɫ.ˈɡaɾ']",,,,,"No error"
"cultura","['kuɫ.ˈtu.ɾɐ']",,,,,"No error"
"intervalo","['ĩ.tɨɾ.ˈva.lu']",,,,,"No error"
"crioulo","['kɾi.ˈow.lu']",,,,,"No error"
"com","['kõ']",,,,,"No error"
"rua",,"['ˈRu.ɐ']",,"syllable division",,
"erudição","['e.ɾu.di.ˈsɐ̃w̃']",,,,,"No error"
"nazismo","['na.ˈziʒ.mu']",,,,,"No error"
"escolher","['iʃ.ku.ˈʎeɾ']",,,,,"No error"
"assembleia","['ɐ.sẽ.ˈblɐj.ɐ']",,,,,"No error"
"eleger","['i.lɨ.ˈʒeɾ']",,,,,"No error"
"se","['sɨ']",,,,,"No error"
"intuito","['ĩ.ˈtuj.tu']",,,,,"No error"
"pica","['ˈpi.kɐ']",,,,,"No error"
"jurídico","['ʒu.ˈɾi.di.ku']",,,,,"No error"
"jurisprudência","['ʒu.ɾiʃ.pɾu.ˈdẽ.sjɐ']",,,,,"No error"
"código","['ˈkɔ.di.ɡu']",,,,,"No error"
"beringela","['bɨ.ɾĩ.ˈʒɛ.lɐ']",,,,,"No error"
"neutrão","['new.ˈtɾɐ̃w̃']",,,,,"No error"
"mnemónica","['mnɨ.ˈmɔ.ni.kɐ']",,,,,"No error"
"facto","['ˈfak.tu']",,,,,"No error"
"congénito","['kõ.ˈʒɛ.ni.tu']",,,,,"No error"
"ida","['ˈi.dɐ']",,,,,"No error"
"juntar","['ʒũ.ˈtaɾ']",,,,,"No error"
"tratar","['tɾɐ.ˈtaɾ']",,,,,"No error"
"fazer","['fɐ.ˈzeɾ']",,,,,"No error"
"naturismo","['nɐ.tu.ˈɾiʒ.mu']",,,,,"No error"
"naturista","['nɐ.tu.ˈɾiʃ.tɐ']",,,,,"No error"
"praia","['ˈpɾaj.ɐ']",,,,,"No error"
"começar","['ku.mɨ.ˈsaɾ']",,,,,"No error"
"guiar",,"['ˈɡi.aɾ']","false diphthong",,,"Error"
"oceano","['ɔ.ˈsjɐ.nu']",,,,,"No error"
"mar","['ˈmaɾ']",,,,,"No error"
"masturbação","['mɐʃ.tuɾ.bɐ.ˈsɐ̃w̃']",,,,,"No error"
"nu","['ˈnu']",,,,,"No error"
"literatura","['li.tɨ.ɾɐ.ˈtu.ɾɐ']",,,,,"No error"
"anais","['ɐ.ˈnajʃ']",,,,,"No error"
"igreja","['i.ˈɡɾɐj.ʒɐ']",,,,,"No error"
"sem","['sɐ̃j̃']",,,,,"No error"
"fonética","['fu.ˈnɛ.ti.kɐ']",,,,,"No error"
"semântica","['sɨ.ˈmɐ̃.ti.kɐ']",,,,,"No error"
"significado","['si.ɡni.fi.ˈka.du']",,,,,"No error"
"onde","['ˈõ.dɨ']",,,,,"No error"
"local","['lu.ˈkaɫ']",,,,,"No error"
"congresso","['kõ.ˈɡɾɛ.su']",,,,,"No error"
"múltiplo","['ˈmuɫ.ti.plu']",,,,,"No error"
"átomo","['ˈa.tu.mu']",,,,,"No error"
"qualquer","['kwaɫ.ˈkɛɾ']",,,,,"No error"
"operação","['ɔ.pɨ.ɾɐ.ˈsɐ̃w̃']",,,,,"No error"
"parecido","['pɐ.ɾɨ.ˈsi.du']",,,,,"No error"
"do","['du']",,,,,"No error"
"ou","['ow']",,,,,"No error"
"usar","['u.ˈzaɾ']",,,,,"No error"
"povo","['ˈpo.vu']",,,,,"No error"
"oriente","['ɔ.ˈɾjẽ.tɨ']",,,,,"No error"
"feminino","['fɨ.mɨ.ˈni.nu']",,,,,"No error"
"cona","['ko.nɐ']",,,,,"No error"
"sílaba","['ˈsi.lɐ.bɐ']",,,,,"No error"
"cortejar","['kuɾ.tɨ.ˈʒaɾ']",,,,,"No error"
"cotejar","['ku.tɨ.ˈʒaɾ']",,,,,"No error"
"verdelhão","['vɨɾ.dɨ.ˈʎɐ̃w̃']",,,,,"No error"
"chicha","['ˈʃi.ʃɐ']",,,,,"No error"
"aspeto","['ɐʃ.ˈpɛ.tu']",,,,,"No error"
"rijo","['ˈRi.ʒu']",,,,,"No error"
"trigo","['ˈtɾi.ɡu']",,,,,"No error"
"ao","['aw']",,,,,"No error"
"referente","['Rɨ.fɨ.ˈɾẽ.tɨ']",,,,,"No error"
"fezes","['ˈfɛ.zɨʃ']",,,,,"No error"
"bicentenário","['bi.sẽ.tɨ.ˈna.ɾju']",,,,,"No error"
"pito","['pi.tu']",,,,,"No error"
"ocultar","['ɔ.kuɫ.ˈtaɾ']",,,,,"No error"
"vela","['ˈvɛ.lɐ']",,,,,"No error"
"saia","['ˈsaj.ɐ']",,,,,"No error"
"catorze","['kɐ.ˈtoɾ.zɨ']",,,,,"No error"
"parede","['pɐ.ˈɾe.dɨ']",,,,,"No error"
"avô","['ɐ.ˈvo']",,,,,"No error"
"avó","['ɐ.ˈvɔ']",,,,,"No error"
"prisão","['pɾi.ˈzɐ̃w̃']",,,,,"No error"
"algodão","['aɫ.ɡu.ˈdɐ̃w̃']",,,,,"No error"
"fel","['ˈfɛɫ']",,,,,"No error"
"semente","['sɨ.ˈmẽ.tɨ']",,,,,"No error"
"alto","['ˈaɫ.tu']",,,,,"No error"
"seda","['ˈse.dɐ']",,,,,"No error"
"pedaço","['pɨ.ˈda.su']",,,,,"No error"
"tanga","['ˈtɐ̃.ɡɐ']",,,,,"No error"
"mancha","['ˈmɐ̃.ʃɐ']",,,,,"No error"
"tela","['ˈtɛ.lɐ']",,,,,"No error"
"dum","['dũ']",,,,,"No error"
"parte",,"['ˈpaɾ.tɨ']","spelling sellection",,,"Error"
"varão","['vɐ.ˈɾɐ̃w̃']",,,,,"No error"
"rato","['ˈRa.tu']",,,,,"No error"
"merda","['ˈmɛɾ.dɐ']",,,,,"No error"
"refrigerante","['Rɨ.fɾi.ʒɨ.ˈɾɐ̃.tɨ']",,,,,"No error"
"topázio","['tu.ˈpa.zju']",,,,,"No error"
"água",,"[a.gwɐ]","empty",,,"Error"
"artificial",,"['ɐɾ.ti.fi.ˈsi.aɫ']","false diphthong",,,"Error"
"esfregão","['iʃ.fɾɨ.ˈɡɐ̃w̃']",,,,,"No error"
"rodilha","['Ru.ˈdi.ʎɐ']",,,,,"No error"
"trem","['ˈtɾɐj̃']",,,,,"No error"
"adivinha","['ɐ.di.ˈvi.ɲɐ']",,,,,"No error"
"carne","['ˈkaɾ.nɨ']",,,,,"No error"
"boneca","['bu.ˈnɛ.kɐ']",,,,,"No error"
"venezuelano","['vɨ.nɨ.zwɛ.ˈlɐ.nu']",,,,,"No error"
"frango","['ˈfɾɐ̃.ɡu']",,,,,"No error"
"sapato","['sɐ.ˈpa.tu']",,,,,"No error"
"medo","['ˈme.du']",,,,,"No error"
"alheira","['ɐ.ˈʎɐj.ɾɐ']",,,,,"No error"
"toucinho","['tow.ˈsi.ɲu']",,,,,"No error"
"bife","['ˈbi.fɨ']",,,,,"No error"
"arroz","['ɐ.ˈʁoʃ']",,,,,"No error"
"aguardente","['a.ɡwaɾ.ˈdẽ.tɨ']",,,,,"No error"
"couve","['ˈkow.vɨ']",,,,,"No error"
"ovelha","['ɔ.ˈvɐj.ʎɐ']",,,,,"No error"
"cebola","['sɨ.ˈbo.lɐ']",,,,,"No error"
"chocolate","['ʃu.ku.ˈla.tɨ']",,,,,"No error"
"javali",,"['ʒɐ.vɐ.li']",,"syllable division",,
"lebre","['ˈlɛ.bɾɨ']",,,,,"No error"
"limão","['li.ˈmɐ̃w̃<text']",,,,,"No error"
"mel","['ˈmɛɫ']",,,,,"No error"
"pombo","['ˈpõ.bu']",,,,,"No error"
"pão","['ˈpɐ̃w̃']",,,,,"No error"
"comboio","['kõ.ˈbɔj.u']",,,,,"No error"
"martelo","['mɐɾ.ˈtɛ.lu']",,,,,"No error"
"bêbedo","['ˈbe.bɨ.du']",,,,,"No error"
"fatura","['fa.ˈtu.ɾɐ']",,,,,"No error"
"ativar","['a.ti.ˈvaɾ']",,,,,"No error"
"ativo","['a.ˈti.vu']",,,,,"No error"
"ativista","['a.ti.ˈviʃ.tɐ']",,,,,"No error"
"ator","['a.ˈtoɾ']",,,,,"No error"
"atriz","['ɐ.ˈtɾiʃ']",,,,,"No error"
"equipa","['e.ˈki.pɐ']",,,,,"No error"
"oceânico","['ɔ.ˈsjɐ.ni.ku']",,,,,"No error"
"canadiano","['kɐ.nɐ.ˈdjɐ.nu']",,,,,"No error"
"gelado","['ʒɨ.ˈla.du']",,,,,"No error"
"gemada","['ʒɨ.ˈma.dɐ']",,,,,"No error"
"dominicano","['du.mi.ni.ˈkɐ.nu']",,,,,"No error"
"neozelandês","['nɛ.ɔ.zɨ.lɐ̃.ˈdeʃ']",,,,,"No error"
"guisado","['ɡi.ˈza.du']",,,,,"No error"
"iguaria","['i.ɡwɐ.ˈɾi.ɐ']",,,,,"No error"
"moeda","['ˈmwɛ.dɐ']",,,,,"No error"
"sapo","['ˈsa.pu']",,,,,"No error"
"doce","['ˈdo.sɨ']",,,,,"No error"
"fome","['ˈfɔ.mɨ']",,,,,"No error"
"fermento","['fɨɾ.ˈmẽ.tu']",,,,,"No error"
"levedura","['lɨ.vɨ.ˈdu.ɾɐ']",,,,,"No error"
"frigideira","['fɾi.ʒi.ˈdɐj.ɾɐ']",,,,,"No error"
"fiambre","['ˈfjɐ̃.bɾɨ']",,,,,"No error"
"fatia","['fɐ.ˈti.ɐ']",,,,,"No error"
"talhada","['tɐ.ˈʎa.dɐ']",,,,,"No error"
"bombom","['bõ.ˈbõ']",,,,,"No error"
"rebuçado","['Rɨ.bu.ˈsa.du']",,,,,"No error"
"jejum",,"['ʒɨ.ˈʒũ]","spelling sellection",,,"Error"
"jantar","['ʒɐ̃.ˈtaɾ']",,,,,"No error"
"dieta","['ˈdjɛ.tɐ']",,,,,"No error"
"comida","['ku.ˈmi.dɐ']",,,,,"No error"
"alimentação","['ɐ.li.mẽ.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"cafeteira","['kɐ.fɨ.ˈtɐj.ɾɐ']",,,,,"No error"
"chaleira","['ʃɐ.ˈlɐj.ɾɐ']",,,,,"No error"
"bolo","['ˈbo.lu']",,,,,"No error"
"biberão","['bi.bɨ.ˈɾɐ̃w̃']",,,,,"No error"
"almoço","['aɫ.ˈmo.su']",,,,,"No error"
"almoçar","['aɫ.mu.ˈsaɾ']",,,,,"No error"
"assar","['ɐ.ˈsaɾ']",,,,,"No error"
"grelhar","['ɡɾɨ.ˈʎaɾ']",,,,,"No error"
"rã","['ˈRɐ̃']",,,,,"No error"
"tucano","['tu.ˈkɐ.nu']",,,,,"No error"
"epiceno","['e.pi.ˈse.nu']",,,,,"No error"
"família","['fɐ.ˈmi.ljɐ']",,,,,"No error"
"escabroso","['iʃ.kɐ.ˈbɾo.zu']",,,,,"No error"
"detrimento","['dɨ.tɾi.ˈmẽ.tu']",,,,,"No error"
"vegetariano","['vɨ.ʒɨ.tɐ.ˈɾjɐ.nu']",,,,,"No error"
"feijão","['fɐj.ˈʒɐ̃w̃']",,,,,"No error"
"pente","['ˈpẽ.tɨ']",,,,,"No error"
"energia","['i.nɨɾ.ˈʒi.ɐ']",,,,,"No error"
"incólume","['ĩ.ˈkɔ.lu.mɨ']",,,,,"No error"
"confeitaria","['kõ.fɐj.tɐ.ˈɾi.ɐ']",,,,,"No error"
"mente","['ˈmẽ.tɨ']",,,,,"No error"
"atuar","['ɐ.ˈtwaɾ']",,,,,"No error"
"plano","['ˈplɐ.nu']",,,,,"No error"
"azoto","['ɐ.ˈzo.tu']",,,,,"No error"
"rei","['ˈRɐj']",,,,,"No error"
"nitrogénio","['ni.tɾɔ.ˈʒɛ.nju']",,,,,"No error"
"árvore","['ˈaɾ.vu.ɾɨ']",,,,,"No error"
"saudade","['sɐw.ˈda.dɨ']",,,,,"No error"
"cognome","['ku.ɡˈno.mɨ']",,,,,"No error"
"ancorar","['ɐ̃.ku.ˈɾaɾ']",,,,,"No error"
"mastigar","['mɐʃ.ti.ˈɡaɾ']",,,,,"No error"
"roer",,"['ˈRu.eɾ']","false diphthong",,,"Error"
"comer","['ku.ˈmeɾ']",,,,,"No error"
"bocado","['bu.ˈka.du']",,,,,"No error"
"trinca","['ˈtɾĩ.kɐ']",,,,,"No error"
"adoçar","['ɐ.du.ˈsaɾ']",,,,,"No error"
"açucarar","['ɐ.su.kɐ.ˈɾaɾ']",,,,,"No error"
"moreia","['mu.ˈɾɐj.ɐ']",,,,,"No error"
"massa","['ˈma.sɐ']",,,,,"No error"
"manteiga","['mɐ̃.ˈtɐj.ɡɐ']",,,,,"No error"
"amargo","['ɐ.ˈmaɾ.ɡu']",,,,,"No error"
"ralar","['Rɐ.ˈlaɾ']",,,,,"No error"
"lamber","['lɐ̃.ˈbeɾ']",,,,,"No error"
"limonada","['li.mu.ˈna.dɐ']",,,,,"No error"
"linguiça","['lĩ.ˈɡwi.sɐ']",,,,,"No error"
"seiva","['ˈsɐj.vɐ']",,,,,"No error"
"pénis","['ˈpɛ.niʃ']",,,,,"No error"
"zona","['ˈzo.nɐ']",,,,,"No error"
"quinta","['ˈkĩ.tɐ']",,,,,"No error"
"falo","['ˈfa.lu']",,,,,"No error"
"cômputo","['ˈkõ.pu.tu']",,,,,"No error"
"atol","['ɐ.ˈtɔɫ']",,,,,"No error"
"trator","['tɾa.ˈtoɾ']",,,,,"No error"
"moinho","['ˈmwi.ɲu']",,,,,"No error"
"sacola","['sɐ.ˈkɔ.lɐ']",,,,,"No error"
"testículo","['tɨʃ.ˈti.ku.lu']",,,,,"No error"
"salgar","['saɫ.ˈɡaɾ']",,,,,"No error"
"açúcar","['ɐ.ˈsu.kɐɾ']",,,,,"No error"
"rechear",,"['Rɨ.ˈʃi.aɾ']","false diphthong",,,"Error"
"estômago","['iʃ.ˈto.mɐ.ɡu']",,,,,"No error"
"pança","['ˈpɐ̃.sɐ']",,,,,"No error"
"espeto","['iʃ.ˈpe.tu']",,,,,"No error"
"amargor","['ɐ.mɐɾ.ˈɡoɾ']",,,,,"No error"
"ciência","['ˈsjẽn.sjɐ']",,,,,"No error"
"estudo","['iʃ.ˈtu.du']",,,,,"No error"
"estudar","['iʃ.tu.ˈdaɾ']",,,,,"No error"
"alocação","['ɐ.lu.kɐ.ˈsɐ̃w̃']",,,,,"No error"
"alocar","['ɐ.lu.ˈkaɾ']",,,,,"No error"
"produtivo","['pɾu.du.ˈti.vu']",,,,,"No error"
"sociedade","['su.sjɐ.ˈda.dɨ']",,,,,"No error"
"requeijão","['Rɨ.kɐj.ˈʒɐ̃w̃']",,,,,"No error"
"receita","['Rɨ.ˈsɐj.tɐ']",,,,,"No error"
"puré","['pu.ˈɾɛ']",,,,,"No error"
"hortelã","['ɔɾ.tɨ.ˈlɐ̃']",,,,,"No error"
"menta","['ˈmẽ.tɐ']",,,,,"No error"
"engolir","['ẽ.ɡu.ˈliɾ']",,,,,"No error"
"satisfação","['sɐ.tiʃ.fɐ.ˈsɐ̃w̃']",,,,,"No error"
"racional","['Rɐ.sju.ˈnaɫ']",,,,,"No error"
"via","['ˈvi.ɐ']",,,,,"No error"
"taxista","['ta.ˈksiʃ.tɐ']",,,,,"No error"
"falar","['fɐ.ˈlaɾ']",,,,,"No error"
"pastel","['pɐʃ.ˈtɛɫ']",,,,,"No error"
"artefacto","['ɐɾ.tɨ.ˈfak.tu']",,,,,"No error"
"tripa","['ˈtɾi.pɐ']",,,,,"No error"
"provar","['pɾu.ˈvaɾ']",,,,,"No error"
"experimentar","['ɐjʃ.pɨ.ɾi.mẽ.ˈtaɾ']",,,,,"No error"
"degustar","['dɨ.ɡuʃ.ˈtaɾ']",,,,,"No error"
"chávena","['ˈʃa.vɨ.nɐ']",,,,,"No error"
"xícara","['ˈʃi.kɐ.ɾɐ']",,,,,"No error"
"cinzeiro","['sĩ.ˈzɐj.ɾu']",,,,,"No error"
"efeito","['i.ˈfɐj.tu']",,,,,"No error"
"cântaro","['ˈkɐ̃.tɐ.ɾu']",,,,,"No error"
"bilha","['ˈbi.ʎɐ']",,,,,"No error"
"pote","['ˈpɔ.tɨ']",,,,,"No error"
"pires","['ˈpi.ɾɨʃ']",,,,,"No error"
"bacio","['bɐ.ˈsi.u']",,,,,"No error"
"penico","['pɨ.ˈni.ku']",,,,,"No error"
"filtro","['ˈfiɫ.tɾu']",,,,,"No error"
"coador","['kwɐ.ˈdoɾ']",,,,,"No error"
"panela","['pɐ.ˈnɛ.lɐ']",,,,,"No error"
"novelo","['nu.ˈve.lu']",,,,,"No error"
"navalha","['nɐ.ˈva.ʎɐ']",,,,,"No error"
"balde","['ˈbaɫ.dɨ']",,,,,"No error"
"tanque","['ˈtɐ̃.kɨ']",,,,,"No error"
"frasco","['ˈfɾaʃ.ku']",,,,,"No error"
"espátula","['iʃ.ˈpa.tu.lɐ']",,,,,"No error"
"concha","['ˈkõ.ʃɐ']",,,,,"No error"
"púcaro","['ˈpu.kɐ.ɾu']",,,,,"No error"
"lâmina","['ˈlɐ.mi.nɐ']",,,,,"No error"
"agulha","['ɐ.ˈɡu.ʎɐ']",,,,,"No error"
"fogão","['fu.ˈɡɐ̃w̃']",,,,,"No error"
"braseiro","['bɾɐ.ˈzɐj.ɾu']",,,,,"No error"
"fogareiro","['fu.ɡɐ.ˈɾɐj.ɾu']",,,,,"No error"
"escumadeira","['iʃ.ku.mɐ.ˈdɐj.ɾɐ']",,,,,"No error"
"bacia","['bɐ.ˈsi.ɐ']",,,,,"No error"
"barro","['ˈba.Ru']",,,,,"No error"
"aro","['ˈa.ɾu']",,,,,"No error"
"boião","['boj.ˈɐ̃w̃']",,,,,"No error"
"sabatinar","['sɐ.bɐ.ti.ˈnaɾ']",,,,,"No error"
"roupa","['ˈRow.pɐ']",,,,,"No error"
"menina","['mɨ.ˈni.nɐ']",,,,,"No error"
"engraxar","['ẽ.ɡɾa.ˈʃaɾ']",,,,,"No error"
"escopo","['iʃ.ˈko.pu']",,,,,"No error"
"ecrã","['ɛ.ˈkɾɐ̃']",,,,,"No error"
"atual","['ɐ.ˈtwaɫ']",,,,,"No error"
"atualidade","['ɐ.twɐ.li.ˈda.dɨ']",,,,,"No error"
"injeção","['ĩ.ʒɛ.ˈsɐ̃w̃']",,,,,"No error"
"amnistia","['ɐm.niʃ.ˈti.ɐ']",,,,,"No error"
"estomatologia","['iʃ.tu.mɐ.tu.lu.ˈʒi.ɐ']",,,,,"No error"
"escora","['iʃ.ˈkɔ.ɾɐ']",,,,,"No error"
"aposentação","['ɐ.pu.zẽ.tɐ.ˈsɐ̃w̃']",,,,,"No error"
"ferrovia","['fɛ.Rɔ.ˈvi.ɐ']",,,,,"No error"
"gráfico","['ˈɡɾa.fi.ku']",,,,,"No error"
"texto","['ˈtɐjʃ.tu']",,,,,"No error"
"relativo","['Rɨ.lɐ.ˈti.vu']",,,,,"No error"
"tipografia","['ti.pu.ɡɾɐ.ˈfi.ɐ']",,,,,"No error"
"imprensa","['ĩ.ˈpɾẽ.sɐ']",,,,,"No error"
"acidental","['ɐ.si.dẽ.ˈtaɫ']",,,,,"No error"
"polir","['pu.ˈliɾ']",,,,,"No error"
"tornar","['tuɾ.ˈnaɾ']",,,,,"No error"
"reforma","['Rɨ.ˈfɔɾ.mɐ']",,,,,"No error"
"partida","['pɐɾ.ˈti.dɐ']",,,,,"No error"
"regressar","['Rɨ.ɡɾɨ.ˈsaɾ']",,,,,"No error"
